,Unnamed: 0,District,Mandal,Village,Latitude,Longitude,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop,ndvi
141,237,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.46,1.99,0.56,53.6,134,1673,410,233.99,1.09,0.79,40.66,1.95,6.06,Tomato,0.2901088302207842
142,238,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.2,0.69,0.76,49.6,244,1303,167,32.83,0.05,0.86,0.08,0.1,0.05,Sweetcorn,0.2901088302207842
143,239,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.88,0.8,0.62,9.8,197,1160,300,59.88,4.64,0.67,9.39,1.7,22.5,Tomato,0.2901088302207842
144,240,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,7.26,0.18,0.48,4.0,45,746,185,7.36,1.73,0.54,7.61,0.69,19.59,Mulberry,0.21339059897912818
145,241,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.43,1.46,0.57,39.6,149,1572,478,172.17,1.55,0.75,2.3,0.71,5.36,Potatao,0.2901088302207842
146,242,Chittoor,Santipuram,121.Pedduru,12.9,78.34,Black,7.83,0.39,0.22,11.2,68,2513,409,84.12,0.51,0.41,11.02,1.15,13.57,Tomato,0.38599560839854224
147,243,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.32,0.18,0.30,50.0,121,657,212,11.31,1.71,0.56,5.86,0.63,16.75,Tomato,0.2901088302207842
148,244,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Red,8.0,1.08,0.40,54.0,89,937,267,160.27,1.54,0.54,7.83,1.18,5.78,Cabage,0.21339059897912818
149,245,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,5.92,0.58,0.22,67.4,319,500,152,112.31,0.53,0.38,10.4,0.47,23.0,Tomato,0.20535332678780555
150,246,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,8.19,0.57,0.65,24.0,93,2254,384,71.99,1.37,0.76,38.4,1.77,5.09,Tomato,0.2901088302207842
151,247,Chittoor,Santipuram,121.Pedduru,12.91,78.36,red,8.06,0.15,0.21,5.2,57,2499,150,3.82,0.27,0.28,3.76,0.72,8.33,Groundnut,0.21339059897912818
152,248,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,8.14,0.49,0.34,25.0,83,1006,211,76.11,1.38,0.45,2.33,0.48,3.36,Groundnut,0.2901088302207842
153,249,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,5.6,0.11,0.37,13.2,103,357,114,7.93,0.76,0.18,38.52,1.17,21.74,Groundnut,0.2901088302207842
154,250,Chittoor,Santipuram,121.Pedduru,12.9,78.36,Black,7.53,0.83,0.85,64.4,270,1528,306,206.76,1.98,0.70,16.17,0.88,6.01,Potatao,0.3110213401093488
155,251,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,7.93,0.28,0.40,29.4,136,1824,378,7.73,1.0,0.51,7.11,0.98,5.86,Sweetcorn,0.21339059897912818
156,252,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,8.19,0.24,0.42,7.2,105,1955,368,8.84,0.99,0.41,10.37,1.13,10.37,Groundnut,0.21339059897912818
157,253,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,6.15,0.64,0.31,53.2,168,734,208,74.66,1.42,0.43,9.61,0.73,23.98,Potato,0.20535332678780555
158,254,Chittoor,Santipuram,121.Pedduru,12.9,78.36,Black,7.34,0.22,0.53,22.2,92,1108,244,10.34,0.96,0.52,14.03,0.84,6.13,Potato,0.3110213401093488
159,255,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.7,0.26,0.41,37.2,155,1057,285,27.00,2.11,0.47,3.95,0.94,13.18,Cabage,0.2901088302207842
160,256,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.18,0.19,0.98,2.6,65,1100,302,11.51,12.72,0.65,12.45,0.65,23.29,Paddy,0.2901088302207842
161,257,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,8.07,0.82,0.50,65.4,120,1512,368,132.66,2.91,0.70,3.91,1.04,13.16,Tomato,0.20535332678780555
162,258,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Black,7.78,0.21,0.52,32.6,123,1206,335,8.82,1.57,0.71,8.75,0.97,22.26,Groundnut,0.20535332678780555
163,259,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.89,0.26,0.43,10.4,171,2185,298,13.92,0.71,0.64,11.8,1.46,19.27,Groundnut,0.2901088302207842
164,260,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,7.33,0.56,0.58,87.2,370,1176,391,33.13,3.09,0.86,8.69,1.25,12.83,Groundnut,0.20535332678780555
165,261,Chittoor,Santipuram,121.Pedduru,12.92,78.35,Red,6.23,0.06,0.31,2.4,49,804,189,4.53,0.32,0.34,12.44,0.8,18.17,Tomato,0.2176290288196981
166,262,Chittoor,Santipuram,121.Pedduru,12.9,78.36,Red,7.14,1.99,0.86,3.4,57,823,180,698.15,0.82,0.56,11.48,1.09,11.94,Potato,0.3110213401093488
167,263,Chittoor,Santipuram,121.Pedduru,12.91,78.35,Red,7.33,0.18,0.39,8.2,40,1222,296,10.14,0.86,0.58,56.79,2.12,5.22,Groundnut,0.20535332678780555
168,264,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Black,7.91,0.24,0.55,40.0,102,1692,392,9.13,1.54,0.60,3.85,0.96,6.71,Tomato,0.2901088302207842
169,265,Chittoor,Santipuram,121.Pedduru,12.91,78.36,Black,7.28,1.34,0.65,65.6,303,1654,444,228.74,2.94,0.70,7.4,1.23,17.35,Sweetcorn,0.21339059897912818
170,266,Chittoor,Santipuram,121.Pedduru,12.9,78.35,Red,7.42,0.29,0.40,110.0,132,837,277,16.53,3.22,0.81,5.87,1.02,17.45,Groundnut,0.2901088302207842
171,267,Chittoor,Santipuram,30.Sonneganipalle,12.88,78.44,Red,7.99,0.24,0.81,88.8,260,2524,459,16.76,1.94,0.88,24.42,1.74,17.48,Tomato,0.3262028352356773
172,268,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.44,0.25,0.41,68.2,46,1510,424,17.69,1.38,0.62,5.4,1.47,6.99,Potato,0.32878486642796756
173,269,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Black,7.98,0.55,0.62,75.0,94,2123,458,22.77,1.56,0.84,7.92,1.4,3.87,Tomato,0.32878486642796756
174,270,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,8.1,0.6,0.63,120.6,254,2673,541,31.46,1.99,1.14,13.17,1.72,5.66,Groundnut,0.3028687960996352
175,271,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.13,0.31,0.73,39.2,151,3157,556,21.95,1.43,1.03,12.31,1.93,11.65,Groundnut,0.32878486642796756
176,272,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.02,0.47,0.32,36.0,54,2445,440,29.34,1.13,0.62,2.15,0.79,3.36,Potato,0.32878486642796756
177,273,Chittoor,Santipuram,Bellakogilla,12.94,78.36,Red,8.1,0.14,0.50,26.2,124,2539,449,5.81,2.23,1.00,6.59,1.45,5.83,Groundnut,0.29209265174542637
178,274,Chittoor,Santipuram,Bellakogilla,12.93,78.37,Red,7.8,0.85,0.48,84.6,77,1465,326,47.01,0.1,0.87,0.12,0.15,0.08,Groundnut,0.16659942354224772
179,275,Chittoor,Santipuram,Bellakogilla,12.94,78.36,Red,6.74,0.11,0.50,26.2,135,1116,356,5.84,1.32,0.85,11.5,1.34,17.7,Groundnut,0.29209265174542637
180,276,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Red,8.34,0.17,0.42,43.8,44,1272,291,16.40,1.7,0.95,28.3,1.01,8.64,Banana,0.3028687960996352
181,277,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,8.0,0.31,0.70,71.8,151,1745,488,20.54,1.77,1.31,3.67,1.29,8.0,Potato,0.32878486642796756
182,278,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Black,8.13,0.48,0.60,57.8,176,2614,580,36.13,1.94,1.12,6.54,1.3,5.57,Groundnut,0.32878486642796756
183,279,Chittoor,Santipuram,Bellakogilla,12.93,78.37,Red,8.11,0.28,0.57,69.6,182,1505,406,20.50,2.64,1.02,5.44,1.08,6.2,Potato,0.16659942354224772
184,280,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Red,8.18,0.48,0.63,85.4,178,2364,343,57.69,2.12,0.98,9.17,1.54,5.55,Mulbarry,0.3028687960996352
185,281,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,8.33,0.26,0.56,91.8,118,1786,415,24.30,1.6,1.01,17.44,1.29,8.3,Potato,0.3028687960996352
186,282,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,7.9,0.78,0.56,65.2,104,1810,471,79.03,1.95,0.83,5.23,1.46,6.77,Groundnut,0.32878486642796756
187,283,Chittoor,Santipuram,Bellakogilla,12.93,78.37,Red,8.06,0.25,0.40,26.4,90,1352,385,20.94,1.25,0.76,3.88,1.11,5.68,Potato,0.16659942354224772
188,284,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,7.85,0.5,0.40,72.0,129,1252,380,40.53,1.27,0.84,4.4,0.93,4.81,Groundnut,0.3028687960996352
189,285,Chittoor,Santipuram,Bellakogilla,12.93,78.36,Black,7.67,0.2,0.51,62.8,101,1066,305,13.19,2.13,0.52,8.98,1.14,6.01,Tomato,0.3028687960996352
190,286,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,7.71,0.17,0.28,17.6,39,949,262,6.48,1.06,0.64,10.06,1.0,1.53,Groundnut,0.32878486642796756
191,287,Chittoor,Santipuram,Bellakogilla,12.93,78.35,Red,7.41,1.12,0.71,116.2,275,1794,524,65.48,3.03,1.10,7.0,1.4,9.07,Potato,0.32878486642796756
192,288,Chittoor,Santipuram,Bendamakuppam,12.91,78.36,Black,8.04,0.39,0.49,74.4,134,1751,406,35.66,4.15,0.93,12.93,2.95,20.61,Sweetcorn,0.21339059897912818
193,289,Chittoor,Santipuram,Bendamakuppam,12.91,78.36,Black,7.86,0.22,0.55,35.6,91,2134,368,7.11,1.3,0.82,12.15,1.34,14.65,Groundnut,0.21339059897912818
194,290,Chittoor,Santipuram,Bendamakuppam,12.91,78.37,Black,6.48,0.61,0.37,78.4,116,843,367,94.42,1.86,0.49,12.52,0.98,25.57,Groundnut,0.287650743039131
195,291,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Red,5.16,0.04,0.17,7.4,44,334,111,2.59,0.4,0.25,10.51,0.4,15.04,Tomato,0.20535332678780555
196,292,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Black,7.93,0.32,0.47,60.4,113,1255,272,18.36,2.93,0.65,5.53,1.5,7.94,Potato,0.3110213401093488
197,293,Chittoor,Santipuram,Bendamakuppam,12.89,78.37,Red,8.3,0.38,0.76,22.6,437,3116,498,34.15,1.6,1.28,6.69,2.04,19.45,Groundnut,0.1158613718091231
198,294,Chittoor,Santipuram,Bendamakuppam,12.89,78.36,Red,7.85,0.37,0.79,13.6,249,2664,410,13.78,1.39,0.88,9.1,2.07,22.27,Groundnut,0.27009930040492264
199,295,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Black,7.83,0.23,0.59,35.8,189,1950,465,11.17,1.25,0.87,8.7,1.44,13.35,Groundnut,0.3110213401093488
200,296,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,5.7,0.03,0.11,2.4,56,757,170,3.21,0.3,0.26,6.14,1.12,10.03,Groundnut,0.3110213401093488
201,297,Chittoor,Santipuram,Bendamakuppam,12.91,78.36,Black,7.8,0.19,0.25,37.0,57,1586,395,14.52,1.41,0.51,4.9,1.09,4.61,Chillies,0.21339059897912818
202,298,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,5.64,0.04,0.20,2.2,55,332,99,3.44,0.5,0.20,14.08,0.57,12.91,Groundnut,0.3110213401093488
203,299,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,7.55,0.29,0.52,37.4,355,1038,294,11.63,1.71,0.75,6.4,1.08,10.25,Groundnut,0.3110213401093488
204,300,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Red,8.21,0.25,0.11,20.2,30,1800,314,13.19,0.68,0.33,3.03,0.44,3.93,Chillies,0.20535332678780555
205,301,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Black,8.03,0.2,0.34,5.6,57,1883,329,6.12,0.43,0.49,14.64,1.1,7.39,Tomato,0.20535332678780555
206,302,Chittoor,Santipuram,Bendamakuppam,12.9,78.35,Black,7.77,0.29,0.78,8.4,260,2635,350,11.85,0.52,0.93,10.36,1.14,16.47,Groundnut,0.2901088302207842
207,303,Chittoor,Santipuram,Bendamakuppam,12.91,78.37,Red,7.8,0.44,0.56,61.4,219,1501,401,50.16,2.14,1.17,9.51,2.29,20.33,Groundnut,0.287650743039131
208,304,Chittoor,Santipuram,Bendamakuppam,12.91,78.35,Red,7.56,0.58,0.48,74.4,258,910,233,25.24,4.35,0.92,10.73,2.03,26.56,Tomato,0.20535332678780555
209,305,Chittoor,Santipuram,Bendamakuppam,12.9,78.35,Red,7.85,0.67,0.44,30.8,53,1493,420,71.74,1.44,0.95,2.8,0.84,11.54,Groundnut,0.2901088302207842
210,306,Chittoor,Santipuram,Bendamakuppam,12.9,78.36,Red,8.2,0.24,0.64,10.4,44,2126,243,12.23,0.45,0.33,4.22,0.53,4.28,Jowar,0.3110213401093488
211,307,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,6.35,0.07,0.31,12.8,56,658,151,3.13,1.54,0.23,10.28,1.01,14.57,Groundnut,0.4934171295924484
212,308,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Black,6.14,0.51,0.30,44.8,135,1616,398,69.79,1.39,0.44,6.47,1.2,9.18,Groundnut,0.4934171295924484
213,309,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,8.37,0.17,0.27,20.2,57,1354,222,8.22,1.37,0.47,7.96,1.11,7.9,Tomato,0.4934171295924484
214,310,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,6.6,0.03,0.13,2.8,50,1302,211,1.65,0.4,0.20,7.68,0.66,7.58,Groundnut,0.2999070937278221
215,311,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,6.52,0.08,0.42,13.6,56,1171,301,3.55,1.65,0.36,8.09,1.45,16.68,Groundnut,0.2999070937278221
216,312,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Black,5.69,0.02,0.20,2.2,38,711,175,2.25,0.53,0.25,15.2,0.82,15.24,Groundnut,0.2999070937278221
217,313,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,8.02,0.13,0.35,33.6,113,1284,344,8.46,1.17,0.54,3.93,0.97,9.72,Mulbarry,0.4934171295924484
218,314,Chittoor,Santipuram,Chinnaridoddi,12.85,78.37,Red,8.25,0.09,0.30,3.6,46,3226,330,2.66,0.33,0.44,10.39,0.93,3.28,Groundnut,0.2678489172998635
219,315,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,8.14,0.41,0.83,6.2,137,3149,529,16.17,2.05,1.00,11.5,1.54,3.59,Tomato,0.2999070937278221
220,316,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,7.25,0.06,0.29,12.8,45,56,19,1.65,1.01,0.31,7.74,1.25,20.4,Mulbarry,0.2999070937278221
221,317,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Black,5.85,0.06,0.33,1.6,34,1046,224,7.12,0.55,0.35,13.59,1.42,22.47,Groundnut,0.4934171295924484
222,318,Chittoor,Santipuram,Chinnaridoddi,12.87,78.37,Red,8.26,0.16,0.43,20.4,73,1865,322,7.61,1.79,0.57,6.93,0.94,8.76,Groundnut,0.4530654824073676
223,319,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,7.98,0.1,0.12,0.8,21,2670,118,1.91,0.26,0.12,3.14,0.24,3.13,Groundnut,0.2999070937278221
224,320,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Black,8.0,0.11,1.16,11.8,64,2247,465,4.38,1.68,0.65,6.11,1.28,15.41,Mulbarry,0.4934171295924484
225,321,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,7.7,0.06,0.27,15.6,54,785,225,2.06,1.39,0.31,9.17,0.96,8.84,Groundnut,0.2999070937278221
226,322,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,8.03,0.1,0.30,23.8,77,1777,269,6.21,1.02,0.36,7.32,1.12,9.98,Groundnut,0.4934171295924484
227,323,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,5.84,0.04,0.20,2.6,33,888,234,2.22,0.58,0.30,20.54,1.45,32.37,Groundnut,0.4934171295924484
228,324,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,6.92,0.14,0.45,26.4,54,1900,445,6.47,0.84,0.37,15.86,1.16,10.27,Tomato,0.2999070937278221
229,325,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,7.98,0.09,0.32,17.2,62,1297,312,3.29,1.0,0.51,4.92,1.16,9.21,Groundnut,0.2999070937278221
230,326,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Black,6.88,0.12,0.57,12.2,88,1766,499,5.61,1.97,0.53,17.44,1.46,15.14,Groundnut,0.2999070937278221
231,327,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,8.37,0.14,0.41,4.2,118,2552,474,4.61,0.83,0.62,15.39,1.93,7.78,Groundnut,0.2999070937278221
232,328,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Black,6.41,0.06,0.25,1.8,45,1281,417,2.68,0.73,0.33,14.14,1.49,27.13,Groundnut,0.2999070937278221
233,329,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,5.68,0.05,0.28,3.2,47,786,224,3.57,0.55,0.31,12.69,1.0,16.04,Groundnut,0.2999070937278221
234,330,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,5.47,0.44,1.46,40.4,217,1336,326,32.49,3.89,1.63,27.08,0.89,27.53,Groundnut,0.2999070937278221
235,331,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,7.0,0.05,0.32,3.6,78,1598,215,3.26,0.58,0.36,7.53,1.07,12.81,Groundnut,0.2999070937278221
236,332,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Red,8.2,0.11,0.30,4.0,80,4451,211,3.18,0.5,0.49,3.02,0.91,3.13,Groundnut,0.2999070937278221
237,333,Chittoor,Santipuram,Chinnaridoddi,12.86,78.37,Red,7.63,0.11,0.40,42.0,75,1404,350,6.51,7.46,0.59,8.66,1.12,11.44,Groundnut,0.4934171295924484
238,334,Chittoor,Santipuram,Chinnaridoddi,12.86,78.36,Rock soil,8.61,0.14,0.93,2.0,103,4031,351,3.58,0.65,0.42,6.96,0.8,3.83,Groundnut,0.2999070937278221
239,335,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Red,7.17,0.29,0.48,32.8,501,2808,813,39.22,1.87,0.70,7.71,1.24,22.93,Groundnut,0.3218735143897677
240,336,Chittoor,Santipuram,Dandikuppam,12.87,78.45,Red,7.15,0.13,0.36,35.8,102,1064,203,23.80,2.66,0.40,4.99,1.39,12.63,Groundnut,0.23729969582230348
241,337,Chittoor,Santipuram,Dandikuppam,12.87,78.45,Red,7.73,0.35,0.57,80.0,137,2543,755,29.55,6.88,1.11,5.03,2.25,12.49,Groundnut,0.23729969582230348
242,338,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Black,8.46,0.18,0.81,5.2,53,1932,490,10.38,0.45,0.52,26.42,1.19,4.85,Groundnut,0.3218735143897677
243,339,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Red,5.33,0.04,0.25,2.6,70,492,111,3.08,0.61,0.36,14.39,0.99,19.08,Groundnut,0.3218735143897677
244,340,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Red,6.75,0.08,0.42,46.0,159,1012,226,4.87,3.15,0.47,8.28,1.2,15.58,Groundnut,0.3218735143897677
245,341,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Black,6.55,0.06,1.36,15.6,56,1061,263,4.99,0.77,0.42,16.95,1.23,12.93,Groundnut,0.3218735143897677
246,342,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Black,6.4,0.05,0.48,4.8,54,1047,258,4.84,0.47,0.56,15.51,1.16,20.7,Groundnut,0.29516652520849096
247,343,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Black,7.28,0.06,0.47,7.0,52,1494,260,2.93,2.2,0.51,11.83,1.55,5.16,Groundnut,0.29516652520849096
248,344,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Rock soil,7.31,0.14,0.45,21.8,81,1119,244,11.13,1.57,0.53,8.68,0.77,10.25,Groundnut,0.3218735143897677
249,345,Chittoor,Santipuram,Dandikuppam,12.87,78.45,Black,8.16,0.35,0.56,35.0,138,2539,669,23.86,0.9,0.83,18.4,2.07,6.2,Groundnut,0.23729969582230348
250,346,Chittoor,Santipuram,Dandikuppam,12.87,78.37,Red,7.54,0.12,0.41,37.0,89,1449,279,8.40,3.16,0.63,11.21,1.6,9.62,Groundnut,0.4530654824073676
251,347,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Black,7.87,0.28,0.62,34.6,75,2051,356,37.27,1.47,0.73,19.58,1.68,3.7,Groundnut,0.3218735143897677
252,348,Chittoor,Santipuram,Dandikuppam,12.88,78.44,Red,7.15,0.14,0.28,46.0,123,883,195,17.03,2.09,0.37,6.63,1.03,10.73,Groundnut,0.3262028352356773
253,349,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Red,6.87,0.1,0.62,8.0,58,1365,278,6.87,0.73,0.42,15.6,1.76,5.5,Groundnut,0.3218735143897677
254,350,Chittoor,Santipuram,Dandikuppam,12.88,78.44,Red,8.46,0.36,0.10,3.4,35,3918,1020,26.28,0.33,0.28,3.39,0.81,4.06,Groundnut,0.3262028352356773
255,351,Chittoor,Santipuram,Dandikuppam,12.88,78.44,Red,8.22,0.11,0.38,9.0,64,1995,432,6.53,2.94,0.38,8.14,0.78,4.67,Groundnut,0.3262028352356773
256,352,Chittoor,Santipuram,Dandikuppam,12.86,78.45,Red,6.76,0.34,0.43,43.2,87,1504,513,38.84,2.48,0.51,8.57,0.66,10.61,Groundnut,0.16895900766417335
257,353,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Red,7.46,0.07,0.48,35.8,90,1402,496,4.35,1.92,0.66,12.18,1.46,10.22,Sweetcorn,0.3218735143897677
258,354,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Red,7.63,0.16,0.43,45.2,132,1100,220,12.06,3.2,0.53,7.47,1.08,8.03,Maize,0.3218735143897677
259,355,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Black,7.35,0.26,0.36,5.2,42,1317,289,50.70,1.13,0.42,32.78,1.72,24.66,Groundnut,0.29516652520849096
260,356,Chittoor,Santipuram,Dandikuppam,12.87,78.44,-,6.48,0.03,0.09,1.4,39,1107,228,1.76,0.29,0.15,5.74,0.61,11.05,Groundnut,0.29516652520849096
261,357,Chittoor,Santipuram,Dandikuppam,12.87,78.43,Black,8.01,0.17,0.38,2.6,64,1765,433,16.21,0.41,0.43,8.69,1.18,7.58,Groundnut,0.3218735143897677
262,358,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Red,5.83,0.05,0.30,1.4,40,574,179,3.63,0.45,0.28,9.7,1.22,16.19,Mango,0.29516652520849096
263,359,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Red,8.21,0.43,0.62,71.0,127,2165,516,31.25,2.9,0.86,18.14,1.68,7.53,Groundnut,0.29516652520849096
264,360,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Red,8.27,0.24,0.20,14.2,51,2003,348,19.52,0.53,0.31,3.29,0.56,6.16,Groundnut,0.29516652520849096
265,361,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Red,8.11,0.29,0.47,23.8,76,2107,374,24.23,2.01,0.60,9.49,1.75,8.38,Groundnut,0.29516652520849096
266,362,Chittoor,Santipuram,Dandikuppam,12.87,78.44,Red,5.49,0.07,0.25,5.0,47,556,118,2.17,2.08,0.24,15.69,2.07,21.99,Groundnut,0.29516652520849096
267,363,Chittoor,Santipuram,Kadapalle,12.83,78.39,Red,7.7,0.08,1.15,13.6,86,1158,307,3.21,0.69,0.72,15.35,1.6,10.66,Groundnut,0.3426713443535342
268,364,Chittoor,Santipuram,Kadapalle,12.83,78.38,Red,5.66,0.05,0.25,2.4,48,537,147,3.58,0.96,0.25,12.51,0.99,25.03,Groundnut,0.4344504333450638
269,365,Chittoor,Santipuram,Kadapalle,12.83,78.39,Black,7.61,0.13,0.50,31.8,123,1699,425,10.90,0.85,0.78,25.78,2.44,15.3,Tomato,0.3426713443535342
270,366,Chittoor,Santipuram,Kadapalle,12.82,78.39,Red,5.87,0.04,0.32,6.0,78,347,98,4.57,1.71,0.27,16.16,0.93,18.9,Groundnut,0.2781339590792491
271,367,Chittoor,Santipuram,Kadapalle,12.83,78.39,Red,7.51,0.1,0.57,15.4,101,1106,357,4.23,1.04,0.63,6.5,0.99,14.45,Groundnut,0.3426713443535342
272,368,Chittoor,Santipuram,Kadapalle,12.83,78.38,Red,8.37,0.16,0.28,27.8,87,1161,112,3.26,1.05,0.51,4.87,0.86,12.58,Groundnut,0.4344504333450638
273,369,Chittoor,Santipuram,Kadapalle,12.83,78.38,Rock soil,7.57,0.45,0.58,55.4,161,1432,413,8.71,4.34,0.48,10.02,1.17,18.89,Flowers,0.4344504333450638
274,370,Chittoor,Santipuram,Kadapalle,12.83,78.38,Red,7.87,0.66,0.65,66.0,82,2063,376,68.85,3.16,0.81,18.01,1.8,13.02,Groundnut,0.4344504333450638
275,371,Chittoor,Santipuram,Kadapalle,12.83,78.38,Rock soil,7.5,0.35,1.15,23.0,114,3185,329,92.67,1.45,0.65,9.35,1.49,20.96,Groundnut,0.4344504333450638
276,372,Chittoor,Santipuram,Kadapalle,12.83,78.38,Red,8.0,0.24,0.50,67.4,115,2321,459,31.42,1.11,0.97,8.99,1.83,6.38,Groundnut,0.4344504333450638
277,373,Chittoor,Santipuram,Kadapalle,12.83,78.38,Rock soil,8.27,0.17,0.41,9.4,111,3408,579,27.85,1.47,0.84,11.77,1.7,14.74,Groundnut,0.4344504333450638
278,374,Chittoor,Santipuram,Kadapalle,12.83,78.38,Red,8.05,0.1,0.14,10.8,62,997,191,9.72,0.43,0.61,3.84,0.9,6.99,Groundnut,0.4344504333450638
279,375,Chittoor,Santipuram,Kadapalle,12.82,78.38,Red,7.63,0.17,0.49,46.4,105,2509,278,7.38,3.18,0.26,11.28,1.3,18.31,Groundnut,0.2832360082594278
280,376,Chittoor,Santipuram,Kadapalle,12.81,78.37,Rock soil,7.9,0.11,0.39,24.2,116,2052,520,27.93,0.91,0.67,9.32,1.22,13.51,Groundnut,0.2812430760105893
281,377,Chittoor,Santipuram,Kadapalle,12.81,78.38,Black,7.43,0.24,0.73,38.6,92,2282,729,5.40,1.68,0.55,18.33,2.14,6.07,Groundnut,0.24374184776951352
282,378,Chittoor,Santipuram,Kadapalle,12.81,78.38,Red,8.11,0.35,0.52,68.8,203,57,11,10.54,2.41,0.89,18.03,1.62,6.32,Groundnut,0.24374184776951352
283,379,Chittoor,Santipuram,Kadapalle,12.81,78.38,Rock soil,7.62,0.21,0.64,59.4,137,2153,521,48.79,1.21,0.76,15.65,1.51,16.02,Groundnut,0.24374184776951352
