,Latitude,Longitude,District,Mandal,Village,SoilType,pH,EC,OC,P,K,Ca,Mg,S,Zn,B,Fe,Cu,Mn,Crop
4233,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy Loam,6.04,0.09,0.52,6.68,63.0,896.0,168.0,4.88,0.49,0.38,94.18,3.0,35.91,Sesamum
4234,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy,4.88,0.07,0.37,3.45,47.0,329.0,74.0,1.83,0.38,0.29,74.85,2.0,6.22,Sesamum
4235,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy,6.32,0.11,0.71,14.07,120.0,1956.0,478.0,9.0,0.83,0.42,91.48,3.88,29.36,Paddy
4236,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy,5.3,0.12,0.64,13.49,70.0,879.0,235.0,9.25,0.91,0.68,172.65,3.04,19.98,Sesamum
4237,18.77,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy,4.98,0.09,0.45,5.4,60.0,897.0,158.0,2.52,0.36,0.31,112.94,2.9,15.82,Paddy
4238,18.77,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy,5.36,0.04,0.39,5.63,89.0,768.0,119.0,2.92,0.38,0.44,108.5,2.71,37.09,Paddy
4240,18.77,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy Loam,5.7,0.09,0.43,3.18,113.0,1582.0,238.0,4.95,0.53,0.36,44.32,2.52,85.36,Paddy
4241,18.77,83.32,Vizianagaram,Parvathipuram,Mulaga,Black,5.14,0.07,0.47,2.89,64.0,600.0,134.0,1.46,0.59,0.27,73.6,2.81,82.73,Paddy
4242,18.77,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy,4.9,0.11,0.43,10.07,116.0,348.0,68.0,4.88,0.9,0.18,73.72,1.16,53.98,Maize
4243,18.77,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy Loam,5.96,0.12,0.48,6.17,67.0,886.0,256.0,5.42,0.81,0.33,59.55,2.51,23.37,Paddy
4244,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Loam,6.45,2.25,0.82,7.26,113.0,2047.0,608.0,138.29,1.37,0.53,52.58,4.21,26.92,Paddy
4245,18.76,83.33,Vizianagaram,Parvathipuram,Mulaga,Sandy Loam,5.36,0.15,0.41,5.41,55.0,1113.0,212.0,5.94,0.46,0.42,101.23,3.19,24.06,Paddy
4246,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy Loam,6.82,0.07,0.19,2.05,56.0,1139.0,126.0,5.86,0.12,0.19,9.13,0.76,3.15,Paddy
4247,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy Loam,5.6,0.06,0.38,5.92,51.0,435.0,101.0,3.23,0.52,0.2,96.01,2.35,7.4,Sesamum
4248,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Loam,6.82,0.1,0.65,4.55,86.0,1601.0,376.0,6.12,0.61,0.32,69.82,2.95,34.65,Sesamum
4249,18.76,83.32,Vizianagaram,Parvathipuram,Mulaga,Sandy Loam,6.2,0.13,0.55,8.34,199.0,4160.0,604.0,6.55,0.75,0.34,75.4,2.4,27.66,Sesamum
4250,18.1,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,7.9,0.32,0.3,12.62,144.0,806.0,262.0,13.53,0.86,0.82,5.24,1.08,23.92,Maize
4251,18.1,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,7.56,1.01,0.37,29.78,181.0,1228.0,429.0,41.12,0.96,1.33,8.44,1.52,33.28,Maize
4252,18.09,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,8.44,0.29,0.25,10.12,127.0,1216.0,266.0,9.92,0.66,0.94,5.94,0.96,15.58,Maize
4253,18.1,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,7.25,3.4,0.55,34.62,512.0,1497.0,578.0,76.3,3.22,1.5,12.48,2.32,64.86,Maize
4254,18.09,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,6.6,0.14,0.28,5.26,88.0,597.0,125.0,7.86,0.82,0.35,18.68,1.28,49.62,Maize
4255,18.1,83.62,Vizianagaram,Pusapatirega,Bharinikam,Sandy Loam,7.82,0.35,0.61,28.74,260.0,1266.0,393.0,16.32,0.72,1.89,26.4,3.14,24.5,Maize
4256,18.09,83.63,Vizianagaram,Pusapatirega,Bharinikam,Sandy Loam,8.02,0.43,0.47,12.83,139.0,1013.0,332.0,19.12,0.44,1.7,10.8,1.6,27.44,Maize
4257,18.09,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,7.95,0.29,0.35,8.59,122.0,1152.0,340.0,12.66,0.34,1.96,23.4,2.18,40.18,Maize
4258,18.1,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,7.3,2.65,0.47,29.08,243.0,1505.0,579.0,63.14,2.26,1.34,7.84,1.38,54.26,Maize
4259,18.1,83.62,Vizianagaram,Pusapatirega,Bharinikam,Sandy ,7.62,0.33,0.58,17.13,137.0,1026.0,308.0,11.08,1.16,1.58,31.74,2.56,12.28,Sugarcane
4260,18.1,83.63,Vizianagaram,Pusapatirega,Bharinikam,Red,7.6,1.12,0.2,6.35,76.0,645.0,222.0,34.64,0.5,1.06,12.76,1.34,32.66,Maize
4261,18.09,83.64,Vizianagaram,Pusapatirega,Bharinikam,Red,8.3,0.19,0.18,2.8,89.0,885.0,323.0,7.54,0.64,1.24,8.7,1.1,30.42,Banana
4262,18.09,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Sandy Loam,7.85,1.51,0.58,85.24,299.0,990.0,407.0,46.26,7.32,1.58,7.62,1.26,28.5,Maize
4263,18.08,83.66,Vizianagaram,Pusapatirega,Chinatapalli,Black,7.6,1.65,0.43,23.37,206.0,884.0,385.0,52.59,1.02,1.33,21.42,1.98,27.62,Maize
4264,18.08,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Sandy Loam,8.2,0.31,0.4,52.79,103.0,1014.0,288.0,16.51,5.72,1.09,10.32,1.34,32.6,Maize
4265,18.09,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Red,7.7,0.55,0.5,12.77,161.0,1206.0,527.0,17.79,1.52,1.38,15.16,2.02,41.28,Maize
4266,18.07,83.64,Vizianagaram,Pusapatirega,Chinatapalli,Red,6.87,0.33,0.43,8.47,143.0,566.0,220.0,21.24,1.04,0.99,27.3,1.12,83.98,Coconut
4267,18.09,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Red,7.35,0.82,0.19,8.75,71.0,661.0,268.0,35.38,0.56,0.4,7.64,0.6,25.44,Banana
4268,18.08,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Sandy Loam,8.05,0.38,0.39,34.44,135.0,1333.0,309.0,17.22,0.92,0.86,25.56,1.82,32.92,Maize
4269,18.08,83.64,Vizianagaram,Pusapatirega,Chinatapalli,Red,8.36,0.48,0.53,38.16,232.0,999.0,242.0,19.98,6.0,1.28,8.08,1.9,29.74,Maize
4270,18.09,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Red,6.8,0.15,0.45,4.89,118.0,953.0,295.0,9.18,0.68,0.7,15.12,1.0,74.0,Maize
4271,18.09,83.66,Vizianagaram,Pusapatirega,Chinatapalli,Sandy Loam,7.75,0.36,0.81,9.72,175.0,1375.0,702.0,29.97,1.58,2.42,77.66,4.08,27.76,Maize
4272,18.08,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Black,8.58,0.41,0.46,7.14,77.0,1526.0,619.0,14.55,0.62,2.29,7.6,1.16,18.72,Maize
4273,18.07,83.64,Vizianagaram,Pusapatirega,Chinatapalli,Red,6.9,0.18,0.42,4.26,147.0,473.0,119.0,17.88,1.02,0.47,10.18,0.82,144.24,Coconut
4274,18.08,83.66,Vizianagaram,Pusapatirega,Chinatapalli,Black,7.61,8.5,1.16,31.19,230.0,2345.0,1308.0,328.67,3.58,2.35,37.8,2.86,31.12,Maize
4275,18.08,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Sandy Loam,7.52,0.49,0.45,8.16,125.0,966.0,403.0,23.62,0.58,1.15,25.66,2.42,60.2,Maize
4276,18.08,83.65,Vizianagaram,Pusapatirega,Chinatapalli,Red,8.02,0.21,0.32,26.73,94.0,752.0,226.0,13.13,3.88,0.78,7.94,1.4,32.66,Ground Nut
4277,18.08,83.66,Vizianagaram,Pusapatirega,Chinatapalli,Black,6.9,0.17,0.37,24.02,90.0,590.0,261.0,15.9,0.94,0.9,46.2,2.5,55.12,Maize
4278,18.1,83.64,Vizianagaram,Pusapatirega,Chouduwada,Sandy Loam,7.5,0.19,0.22,20.99,66.0,362.0,140.0,12.09,0.68,0.55,10.96,0.98,23.72,Maize
4279,18.1,83.64,Vizianagaram,Pusapatirega,Chouduwada,Sandy Loam,7.6,1.84,0.33,8.35,305.0,2809.0,893.0,29.89,0.7,0.91,7.82,1.06,32.3,Coconut
4280,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,7.85,0.68,0.68,21.7,208.0,2235.0,654.0,32.88,0.58,2.6,18.8,2.62,8.82,Maize
4281,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.05,0.34,0.56,14.26,119.0,1463.0,674.0,22.55,0.76,2.38,11.32,1.68,14.74,Maize
4282,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Sandy,8.03,0.32,0.46,15.14,166.0,1353.0,414.0,14.9,0.34,1.73,8.58,1.46,10.04,Maize
4283,18.11,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Red,5.8,0.06,0.27,2.49,84.0,533.0,123.0,4.79,0.42,0.5,30.06,1.4,65.78,Maize
4284,18.11,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.75,0.6,0.63,11.59,238.0,1820.0,574.0,19.72,0.4,2.28,11.14,2.18,10.56,Maize
4285,18.1,83.61,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.0,0.24,0.62,14.67,191.0,1794.0,582.0,18.47,0.32,2.63,10.92,2.36,11.86,Maize
4286,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.98,0.81,0.69,27.07,408.0,1759.0,616.0,57.85,0.44,2.83,13.32,2.64,12.2,Maize
4287,18.11,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.01,0.39,0.64,13.93,209.0,1790.0,550.0,17.03,0.36,2.1,11.56,2.18,9.32,Maize
4288,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Red,7.91,0.36,0.54,15.87,196.0,1520.0,503.0,17.88,0.32,2.14,9.94,1.84,9.96,Maize
4289,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.3,0.46,0.63,17.06,199.0,2137.0,801.0,31.06,0.3,2.87,12.04,2.36,7.62,Maize
4290,18.11,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.4,0.24,0.46,9.79,107.0,1734.0,503.0,16.85,0.56,1.74,12.42,1.52,6.6,Maize
4291,18.11,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.1,0.29,0.71,16.1,208.0,1831.0,636.0,19.37,0.42,2.86,12.32,2.48,11.06,Maize
4292,18.11,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.56,1.15,0.5,16.66,93.0,859.0,445.0,23.76,0.32,2.66,18.9,1.76,9.46,Maize
4293,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Red,7.6,0.35,0.68,22.5,385.0,1443.0,367.0,16.28,1.76,1.06,8.82,1.74,43.06,Maize
4294,18.1,83.61,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.95,0.16,0.32,4.82,127.0,805.0,378.0,10.87,0.76,0.99,5.72,0.7,35.84,Maize
4295,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.61,0.5,0.58,36.71,122.0,917.0,484.0,19.29,1.56,2.11,8.44,1.26,33.22,Maize
4296,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Red,8.02,0.44,0.39,16.59,176.0,1095.0,356.0,15.5,1.6,1.2,5.32,0.86,17.62,Coconut
4297,18.11,83.61,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,7.98,0.4,0.75,31.37,141.0,1453.0,567.0,13.68,2.66,2.4,14.46,1.7,16.02,Maize
4298,18.1,83.61,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,7.65,0.69,0.64,41.06,314.0,1193.0,468.0,23.49,2.56,1.61,10.38,1.68,55.9,Coconut
4299,18.1,83.62,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,8.3,0.62,0.63,17.6,204.0,2143.0,803.0,29.68,0.4,2.87,13.96,2.7,10.82,Maize
4300,18.1,83.63,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,8.33,1.31,0.33,3.37,168.0,1992.0,662.0,43.32,0.16,2.61,11.62,2.48,11.14,Maize
4301,18.1,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Red,6.95,0.72,0.24,27.9,143.0,611.0,155.0,54.95,1.02,0.5,9.58,1.02,52.66,Maize
4302,18.1,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Red,8.0,0.64,0.44,27.19,192.0,890.0,438.0,21.7,2.5,1.17,7.0,1.38,32.54,Maize
4303,18.09,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Red,7.88,0.71,0.3,8.96,117.0,921.0,424.0,48.26,0.62,1.01,5.8,1.16,29.74,Coconut
4304,18.1,83.63,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,8.1,0.58,0.73,23.51,146.0,1822.0,424.0,35.56,1.24,1.71,31.14,3.0,26.36,Maize
4305,18.1,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,8.13,0.53,0.62,10.72,205.0,2008.0,578.0,33.7,0.56,1.57,27.42,3.74,16.7,Maize
4306,18.1,83.63,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,7.72,2.75,0.63,13.01,221.0,1948.0,501.0,98.82,0.84,1.5,29.94,2.86,17.14,Maize
4307,18.09,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Red,8.16,0.2,0.3,8.73,93.0,629.0,161.0,4.9,0.82,0.53,6.54,1.0,34.3,Maize
4308,18.11,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.7,0.81,1.31,26.39,338.0,2420.0,803.0,45.61,1.36,2.46,66.7,5.54,40.18,Maize
4309,18.11,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,6.67,0.77,0.56,51.35,133.0,2097.0,698.0,29.81,0.52,1.79,82.5,3.22,36.86,Maize
4310,18.1,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,8.12,0.58,0.81,19.92,123.0,1202.0,722.0,26.25,0.72,2.19,29.98,2.92,15.94,Maize
4311,18.11,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.78,0.35,0.56,51.47,166.0,2276.0,752.0,19.71,0.46,1.81,50.4,2.88,14.14,Maize
4312,18.1,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,6.98,0.21,0.41,15.1,131.0,1087.0,386.0,14.55,0.68,0.86,25.7,2.42,123.64,Maize
4313,18.1,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Red,7.66,1.3,0.35,10.16,156.0,829.0,448.0,38.11,0.94,0.86,6.52,0.94,37.72,Maize
4314,18.1,83.65,Vizianagaram,Pusapatirega,Govindhapuram,Sandy Loam,7.22,0.86,0.36,6.67,147.0,628.0,280.0,29.81,0.72,0.62,9.28,1.06,39.86,Maize
4315,18.1,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.2,0.59,0.17,6.68,158.0,1489.0,619.0,64.41,0.36,3.2,14.86,1.7,23.54,Coconut
4316,18.09,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Red,6.17,0.11,0.2,2.52,108.0,336.0,120.0,8.0,0.56,0.31,9.46,0.82,77.82,Maize
4317,18.11,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,8.2,0.78,0.48,14.62,117.0,2039.0,759.0,43.66,0.64,1.77,15.48,2.96,15.64,Maize
4318,18.11,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.45,0.54,0.66,25.51,147.0,1419.0,503.0,47.97,1.02,2.06,62.18,4.44,30.64,Maize
4319,18.11,83.64,Vizianagaram,Pusapatirega,Govindhapuram,Black,7.58,0.72,0.4,10.38,142.0,1559.0,411.0,26.59,0.58,0.97,16.3,1.68,91.06,Maize
4320,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Sandy Loam,7.6,0.17,0.45,7.71,98.0,1326.0,361.0,11.53,0.42,1.56,34.84,2.62,25.4,Paddy
4321,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Sandy Loam,8.43,0.43,0.52,11.43,271.0,1990.0,357.0,17.92,0.5,2.02,3.82,0.74,18.76,Maize
4322,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Red,8.67,0.21,0.41,7.93,66.0,2130.0,428.0,6.07,0.68,1.78,26.58,2.2,12.6, Maize
4323,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.15,0.24,0.71,4.71,150.0,2200.0,528.0,16.73,0.48,2.68,30.94,4.06,17.44,Paddy
4324,18.09,83.59,Vizianagaram,Pusapatirega,Gumpam,Black,7.35,0.55,0.49,29.41,205.0,1228.0,540.0,34.02,0.68,3.06,35.44,2.34,20.64,Maize
4325,18.08,83.6,Vizianagaram,Pusapatirega,Gumpam,Sandy Loam,7.85,0.24,0.51,11.01,163.0,1849.0,457.0,15.5,0.56,1.67,32.94,3.32,24.14,Paddy
4326,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.31,0.18,0.45,9.4,100.0,2087.0,286.0,8.81,0.54,1.31,5.18,1.04,11.82,Maize
4327,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.23,0.23,0.68,5.11,162.0,1936.0,641.0,15.7,0.38,3.74,28.36,4.48,12.0,Paddy
4328,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Sandy ,7.5,0.14,0.4,5.46,73.0,784.0,280.0,12.57,0.28,1.53,34.42,1.86,31.98,Paddy
4329,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Sandy Loam,8.3,0.22,0.3,2.55,126.0,2417.0,288.0,6.83,0.34,1.41,5.76,1.26,11.72,Paddy
4330,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.47,0.2,0.32,6.25,214.0,2310.0,526.0,6.36,0.52,1.66,2.72,1.4,8.26,Maize
4331,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.32,0.2,0.61,27.81,59.0,1657.0,391.0,10.13,0.98,1.67,29.88,1.8,12.88,Maize
4332,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.46,0.24,0.36,4.76,88.0,2117.0,692.0,10.84,0.34,2.05,24.54,2.96,16.12,Maize
4333,18.09,83.6,Vizianagaram,Pusapatirega,Gumpam,Sandy Loam,5.9,0.08,0.46,3.89,56.0,834.0,175.0,5.45,0.54,0.75,76.48,2.86,67.3,Paddy
4334,18.08,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.3,0.19,0.36,5.92,111.0,2876.0,635.0,14.19,0.28,1.29,14.18,2.36,6.96,Paddy
4335,18.08,83.6,Vizianagaram,Pusapatirega,Gumpam,Black,8.35,0.23,0.45,13.93,75.0,1792.0,573.0,9.73,0.76,1.73,19.0,1.68,12.18,Paddy
4336,18.06,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.08,0.13,0.3,23.82,95.0,692.0,150.0,4.71,0.76,0.42,12.32,0.74,25.24,Maize
4337,18.07,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,6.77,0.16,0.33,11.53,61.0,778.0,148.0,6.08,0.72,0.63,12.88,0.98,30.82,Maize
4338,18.06,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,5.31,0.1,0.44,3.42,194.0,824.0,285.0,4.99,0.56,0.65,19.14,1.16,73.98,Ground Nut
4339,18.06,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.81,0.13,0.48,18.2,205.0,1049.0,210.0,5.15,1.64,0.68,5.72,0.84,14.92,Maize
4340,18.06,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Sandy Loam,7.52,0.12,0.31,9.94,95.0,774.0,146.0,5.18,0.98,0.43,10.02,0.94,18.84,Maize
4341,18.06,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,6.62,0.19,0.24,8.81,87.0,614.0,115.0,12.65,0.94,0.33,11.66,1.0,33.4,Maize
4342,18.07,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Sandy Loam,6.3,0.26,0.77,14.85,183.0,1519.0,332.0,8.14,0.64,1.27,37.14,2.82,55.28,Maize
4343,18.06,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.85,0.15,0.47,22.17,214.0,1044.0,186.0,8.7,1.48,0.82,8.14,1.26,23.16,Maize
4344,18.06,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.23,0.19,0.38,13.19,177.0,786.0,170.0,9.77,1.56,0.62,5.72,0.78,21.74,Coconut
4345,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,5.85,0.21,0.3,19.13,97.0,851.0,215.0,8.04,1.1,0.54,40.6,1.86,97.66,Maize
4346,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.7,0.24,0.6,28.78,339.0,1376.0,281.0,8.49,1.94,0.85,13.24,1.68,21.52,Maize
4347,18.06,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,6.51,0.2,0.33,8.15,237.0,404.0,94.0,9.8,0.96,0.31,14.22,0.66,41.9,Maize
4348,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,5.5,0.11,0.24,4.07,118.0,369.0,98.0,7.03,0.56,0.26,20.82,0.78,64.2,Maize
4349,18.06,83.61,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,6.15,0.1,0.27,3.45,106.0,447.0,79.0,6.52,0.64,0.33,13.56,0.76,35.92,Maize
4350,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.22,0.13,0.45,5.23,162.0,1318.0,347.0,5.17,0.7,0.74,12.04,1.42,26.2,Maize
4351,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Sandy ,7.75,0.25,0.53,13.34,133.0,1409.0,383.0,12.51,0.88,1.25,18.1,2.22,22.58,Maize
4352,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,6.66,0.21,0.27,12.26,158.0,836.0,220.0,12.98,0.8,0.66,24.88,1.42,54.1,Maize
4353,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.95,0.17,0.45,4.03,112.0,1243.0,293.0,7.51,0.86,0.75,7.36,0.88,22.58,Coconut
4354,18.07,83.6,Vizianagaram,Pusapatirega,Kollayyavalasa,Red,7.96,0.21,0.7,22.09,252.0,1581.0,372.0,9.14,2.0,1.32,7.64,1.28,16.66,Maize
4356,18.09,83.66,Vizianagaram,Pusapatirega,Konayyapalem,Red,7.25,0.16,0.31,12.66,130.0,627.0,217.0,10.04,1.3,0.5,10.2,1.04,45.6,Maize
4357,18.09,83.66,Vizianagaram,Pusapatirega,Konayyapalem,Sandy,8.66,0.14,0.14,6.92,46.0,430.0,154.0,4.91,0.36,0.58,6.14,0.46,14.68,Maize
4358,18.1,83.65,Vizianagaram,Pusapatirega,Konayyapalem,Black ,7.26,0.91,0.6,32.35,192.0,1323.0,493.0,43.14,0.98,1.66,30.88,2.5,24.46,Maize
4359,18.1,83.65,Vizianagaram,Pusapatirega,Konayyapalem,Black ,8.25,1.97,0.43,32.84,99.0,1069.0,551.0,45.78,0.74,2.2,39.74,2.46,10.08,Coconut
4360,18.09,83.65,Vizianagaram,Pusapatirega,Konayyapalem,Black ,7.61,2.61,0.75,13.02,237.0,1615.0,725.0,61.5,0.72,2.02,19.9,2.78,34.36,Banana
4361,18.09,83.66,Vizianagaram,Pusapatirega,Konayyapalem,Black ,8.1,0.96,0.62,15.49,232.0,1881.0,730.0,60.25,0.44,2.82,33.56,2.8,23.38,Maize
4362,18.1,83.66,Vizianagaram,Pusapatirega,Konayyapalem,Sand,7.71,0.43,0.56,12.96,124.0,1159.0,445.0,30.5,0.78,1.58,34.24,2.92,29.24,Coconut
4363,18.09,83.65,Vizianagaram,Pusapatirega,Konayyapalem,Red,7.64,0.3,0.44,30.33,255.0,842.0,303.0,15.2,1.16,1.14,7.84,1.44,43.44,Maize
4364,18.1,83.66,Vizianagaram,Pusapatirega,Konayyapalem,Red,7.81,1.12,0.63,23.83,185.0,1759.0,576.0,38.83,0.62,1.55,41.66,3.24,25.82,Maize
4365,18.08,83.64,Vizianagaram,Pusapatirega,Konayyapalem,Red,8.38,0.22,0.44,29.17,91.0,1201.0,459.0,7.22,1.24,1.42,17.7,1.76,34.12,Maize
4366,18.09,83.64,Vizianagaram,Pusapatirega,Krishnapuram,Red,7.36,0.11,0.27,14.54,140.0,765.0,294.0,5.23,1.28,0.67,5.38,1.2,28.38,Coconut
4367,18.08,83.64,Vizianagaram,Pusapatirega,Krishnapuram,Red,8.4,0.21,0.4,11.88,65.0,1610.0,368.0,4.88,1.46,1.46,14.76,1.42,17.3,Banana
4368,18.08,83.64,Vizianagaram,Pusapatirega,Krishnapuram,Red,7.92,0.16,0.29,16.13,106.0,1134.0,375.0,5.06,1.88,1.08,8.52,1.42,19.4,Maize
4369,18.08,83.64,Vizianagaram,Pusapatirega,Krishnapuram,Red,7.95,0.09,0.15,5.16,65.0,517.0,158.0,2.78,0.74,0.5,8.24,1.04,31.84,Maize
4370,18.08,83.64,Vizianagaram,Pusapatirega,Krishnapuram,Red,8.4,0.27,0.45,11.43,73.0,1475.0,465.0,8.08,0.34,2.46,19.12,1.24,25.4,Maize
4371,18.09,83.63,Vizianagaram,Pusapatirega,Krishnapuram,Red,7.88,0.14,0.25,6.16,57.0,977.0,343.0,5.28,0.38,1.0,15.3,1.6,32.7,Maize
4372,18.09,83.64,Vizianagaram,Pusapatirega,Krishnapuram,Sandy Loam,8.9,0.33,0.26,7.57,46.0,812.0,230.0,9.38,0.38,1.73,16.58,1.9,21.98,Banana
4373,18.09,83.64,Vizianagaram,Pusapatirega,Krishnapuram,Sandy Loam,6.64,0.06,0.38,3.99,64.0,791.0,302.0,3.73,0.38,0.71,32.82,1.84,69.6,Paddy
4374,18.07,83.59,Vizianagaram,Pusapatirega,Palanki,Red,7.2,0.31,0.48,18.1,316.0,967.0,201.0,14.94,1.5,0.85,7.64,1.32,27.86,Coconut
4375,18.07,83.59,Vizianagaram,Pusapatirega,Palanki,Red,7.8,0.27,0.46,21.66,221.0,962.0,207.0,8.26,2.08,1.02,7.12,1.2,15.72,Maize
4376,18.07,83.59,Vizianagaram,Pusapatirega,Palanki,Red,8.0,0.15,0.51,14.94,149.0,1704.0,464.0,7.32,0.52,2.07,6.86,1.18,11.08,Maize
4377,18.07,83.59,Vizianagaram,Pusapatirega,Palanki,Red,7.8,0.19,0.49,14.08,194.0,1436.0,327.0,14.81,0.66,1.38,10.66,1.3,30.18,Coconut
4378,18.07,83.59,Vizianagaram,Pusapatirega,Palanki,Red,8.58,0.2,0.63,4.28,194.0,2007.0,580.0,7.64,0.6,2.7,10.38,1.58,12.7,Maize
4379,18.09,83.6,Vizianagaram,Pusapatirega,Palanki,Red,7.54,0.29,0.47,36.7,141.0,782.0,169.0,13.17,3.98,0.77,8.44,1.22,23.28,Maize
